adenocarcinoma,large.cell.carcinoma,normal,squamous.cell.carcinoma
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad13.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000116.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\13 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000129 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad14.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000108.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (4) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000091 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad15.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000071 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\12 - Copy (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000004 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad16.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000019 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000067 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad17.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000105 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000154 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad18.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000108.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\11 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000119 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad19.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000084.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000028 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad2.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000031 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000119.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad20.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000123.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\13 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000172 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad21.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000031 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\17 - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000172 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad22.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000063 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\11 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000077 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad3.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000026.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\13 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000115 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad4.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000108 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\16 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000074 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad5.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000056 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\21 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000136 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad6.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000115 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\13 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000004 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad7.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000148.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n8.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000141 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad8.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000084 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000135.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\ad9.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000068 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\16.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000133 (2).png
